ID,Vehicles
20170701001,65.6827
20170701011,56.441
20170701021,46.761
20170701031,39.1634
20170701041,33.1027
20170701051,30.6407
20170701061,33.8237
20170701071,36.8683
20170701081,41.153
20170701091,48.5994
20170701101,54.5858
20170701111,57.4452
20170701121,58.8914
20170701131,54.2426
20170701141,55.6026
20170701151,55.4756
20170701161,58.0961
20170701171,57.7183
20170701181,57.3403
20170701191,64.4283
20170701201,63.6077
20170701211,63.1866
20170701221,60.8893
20170701231,61.5118
20170702001,51.3154
20170702011,42.6802
20170702021,32.9447
20170702031,30.098
20170702041,25.9249
20170702051,24.4519
20170702061,26.8461
20170702071,30.232
20170702081,34.8388
20170702091,42.9574
20170702101,48.5642
20170702111,52.428
20170702121,54.2753
20170702131,50.3083
20170702141,52.3589
20170702151,52.0186
20170702161,51.0346
20170702171,51.9945
20170702181,58.6605
20170702191,62.7949
20170702201,61.8637
20170702211,63.2162
20170702221,63.5061
20170702231,62.2362
20170703001,53.6851
20170703011,44.7758
20170703021,38.4227
20170703031,35.6484
20170703041,32.5303
20170703051,31.8821
20170703061,36.3969
20170703071,44.499
20170703081,50.9955
20170703091,62.8997
20170703101,86.0045
20170703111,100.969
20170703121,102.976
20170703131,96.5941
20170703141,101.113
20170703151,100.839
20170703161,97.937
20170703171,97.937
20170703181,104.828
20170703191,107.425
20170703201,105.536
20170703211,98.3661
20170703221,93.4066
20170703231,92.8176
20170704001,80.1255
20170704011,70.3362
20170704021,58.9597
20170704031,49.5883
20170704041,41.2528
20170704051,39.7556
20170704061,43.9947
20170704071,51.2438
20170704081,57.4107
20170704091,67.8589
20170704101,93.8059
20170704111,107.934
20170704121,110.19
20170704131,103.448
20170704141,109.2
20170704151,109.034
20170704161,108.919
20170704171,112.203
20170704181,115.526
20170704191,117.356
20170704201,111.538
20170704211,104.475
20170704221,99.1529
20170704231,97.8983
20170705001,83.3092
20170705011,71.4818
20170705021,60.3525
20170705031,51.0975
20170705041,42.772
20170705051,41.2958
20170705061,45.4052
20170705071,52.5168
20170705081,58.3553
20170705091,68.7626
20170705101,94.6333
20170705111,107.375
20170705121,109.331
20170705131,101.575
20170705141,106.516
20170705151,106.239
20170705161,103.999
20170705171,103.999
20170705181,105.256
20170705191,106.91
20170705201,103.957
20170705211,97.0427
20170705221,92.1271
20170705231,91.0954
20170706001,80.9206
20170706011,68.7825
20170706021,57.6752
20170706031,48.4423
20170706041,42.2904
20170706051,41.159
20170706061,45.2164
20170706071,52.5335
20170706081,58.781
20170706091,69.3869
20170706101,95.4208
20170706111,108.206
20170706121,110.161
20170706131,102.575
20170706141,108.141
20170706151,107.948
20170706161,106.165
20170706171,106.133
20170706181,106.882
20170706191,109.393
20170706201,106.961
20170706211,98.1176
20170706221,93.1665
20170706231,92.4986
20170707001,79.7155
20170707011,67.3292
20170707021,56.1142
20170707031,46.7053
20170707041,40.9583
20170707051,39.5032
20170707061,43.5036
20170707071,50.8577
20170707081,57.1702
20170707091,67.1288
20170707101,89.2374
20170707111,97.6754
20170707121,99.6401
20170707131,90.7576
20170707141,95.3751
20170707151,95.3557
20170707161,91.6912
20170707171,91.5122
20170707181,94.6731
20170707191,96.7538
20170707201,94.5554
20170707211,85.1938
20170707221,80.7717
20170707231,80.875
20170708001,66.2425
20170708011,55.8207
20170708021,46.1441
20170708031,38.0686
20170708041,32.1695
20170708051,29.2683
